id,name
1899,Yamilet
1900,Adison
1901,Carina
1902,Karli
1903,Magdalena
1904,Stephany
1905,Charlize
1906,Raelynn
1907,Aliana
1908,Cassie
1909,Mina
1910,Karley
1911,Shirley
1912,Marlie
1913,Alani
1914,Taniyah
1915,Cloe
1916,Sanai
1917,Lina
1918,Nola
1919,Anabella
1920,Dalia
1921,Raina
1922,Mariela
1923,Ariella
1924,Bria
1925,Kamari
1926,Monique
1927,Ashleigh
1928,Reina
1929,Alia
1930,Ashanti
1931,Lara
1932,Lilia
1933,Justine
1934,Leia
1935,Maribel
1936,Abigayle
1937,Tiara
1938,Alannah
1939,Princess
1940,Sydnee
1941,Kamora
1942,Paityn
1943,Payten
1944,Naima
1945,Gretchen
1946,Heidy
1947,Nyasia
1948,Livia
1949,Marin
1950,Shaylee
1951,Maryjane
1952,Laci
1953,Nathalia
1954,Azaria
1955,Anabel
1956,Chasity
1957,Emmy
1958,Izabelle
1959,Denisse
1960,Emelia
1961,Mireya
1962,Shea
1963,Amiah
1964,Dixie
1965,Maren
1966,Averi
1967,Esperanza
1968,Micaela
1969,Selina
1970,Alyvia
1971,Chana
1972,Avah
1973,Donna
1974,Kaylah
1975,Ashtyn
1976,Karsyn
1977,Makaila
1978,Shayna
1979,Essence
1980,Leticia
1981,Miya
1982,Rory
1983,Desirae
1984,Kianna
1985,Laurel
1986,Neveah
1987,Amaris
1988,Hadassah
1989,Dania
1990,Hailie
1991,Jamiya
1992,Kathy
1993,Laylah
1994,Riya
1995,Diya
1996,Carleigh
1997,Iyana
1998,Kenley
1999,Sloane
2000,Elianna
